"code"@"val"
"RAD_O@RAD_I"@0.9315068493150684
"RAD_I@RAD_O"@1
"RAD_O@LAB_I"@0.7031963470319634
"LAB_I@RAD_O"@0.7938144329896907
"RAD_O@LAB_O"@0.7077625570776256
"LAB_O@RAD_O"@0.748792270531401
"RAD_O@ANE_I"@0.6073059360730594
"ANE_I@RAD_O"@0.6927083333333334
"RAD_O@ANE_O"@0.6073059360730594
"ANE_O@RAD_O"@0.689119170984456
"RAD_O@OPE_I"@1
"OPE_I@RAD_O"@0.7348993288590604
"RAD_O@OPE_O"@0.3378995433789954
"OPE_O@RAD_O"@0.8314606741573034
"RAD_I@LAB_I"@0.7205882352941176
"LAB_I@RAD_I"@0.7577319587628866
"RAD_I@LAB_O"@0.7254901960784313
"LAB_O@RAD_I"@0.714975845410628
"RAD_I@ANE_I"@0.6127450980392157
"ANE_I@RAD_I"@0.6510416666666666
"RAD_I@ANE_O"@0.6127450980392157
"ANE_O@RAD_I"@0.6476683937823834
"RAD_I@OPE_I"@1
"OPE_I@RAD_I"@0.6845637583892618
"RAD_I@OPE_O"@0.3480392156862745
"OPE_O@RAD_I"@0.797752808988764
"LAB_I@LAB_O"@1
"LAB_O@LAB_I"@0.9371980676328503
"LAB_I@ANE_I"@0.8041237113402062
"ANE_I@LAB_I"@0.8125
"LAB_I@ANE_O"@0.8092783505154639
"ANE_O@LAB_I"@0.8134715025906736
"LAB_I@OPE_I"@1
"OPE_I@LAB_I"@0.6510067114093959
"LAB_O@ANE_I"@0.8115942028985508
"ANE_I@LAB_O"@0.875
"LAB_O@ANE_O"@0.8164251207729468
"ANE_O@LAB_O"@0.8756476683937824
"LAB_O@OPE_I"@1
"OPE_I@LAB_O"@0.6946308724832215
"LAB_O@OPE_O"@0.2946859903381642
"OPE_O@LAB_O"@0.6853932584269663
"ANE_I@ANE_O"@1
"ANE_O@ANE_I"@0.9948186528497409
"ANE_I@OPE_I"@1
"OPE_I@ANE_I"@0.6442953020134228
"ANE_O@OPE_I"@1
"OPE_I@ANE_O"@0.6476510067114094
"OPE_I@OPE_O"@0.2953020134228188
"OPE_O@OPE_I"@0.9887640449438202
"OPE_I@ORP_O"@0.2080536912751678
"ORP_O@OPE_I"@1
"OPE_I@ADM_I"@0.2348993288590604
"ADM_I@OPE_I"@1
"OPE_I@ADM_O"@0.23825503355704697
"ADM_O@OPE_I"@1
"ADM_I@ADM_O"@1
"ADM_O@ADM_I"@0.9859154929577465
